DrinkName,ModifiedDate,DrinkID,Alcoholic,Category,ImageUrlPath,Glass,IBA,Instruction,Ingredients,Measures
Alexander,2016-11-04 09:50:39,11014,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/urystu1478253039.jpg,Cocktail glass,Unforgettables,Shake all ingredients with ice and strain contents into a cocktail glass. Sprinkle nutmeg on top and serve.,"[['Gin', 1], ['Creme de Cacao', 2], ['Light cream', 3], ['Nutmeg', 4]]","[['1/2 oz ', 1], ['1/2 oz white ', 2], ['2 oz ', 3]]"
Alfie Cocktail,2017-01-02 20:10:29,11019,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/ypxsqy1483387829.jpg,Cocktail glass,,"Combine and shake all ingredients with ice, strain into a cocktail glass, and serve.","[['Lemon vodka', 1], ['Triple sec', 2], ['Pineapple juice', 3]]","[['1 1/2 oz ', 1], ['1 dash ', 2], ['1 tblsp ', 3]]"
Algonquin,2017-01-02 20:11:13,11020,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uwryxx1483387873.jpg,Cocktail glass,,"Combine and shake all ingredients with ice, strain contents into a cocktail glass, and serve.","[['Blended whiskey', 1], ['Dry Vermouth', 2], ['Pineapple juice', 3]]","[['1 1/2 oz ', 1], ['1 oz ', 2], ['1 oz ', 3]]"
Alice Cocktail,2016-07-18 22:09:04,12562,Non Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/qyqtpv1468876144.jpg,Cocktail glass,,"Shake well, strain into a large cocktail glass.","[['Grenadine', 1], ['Orange juice', 2], ['Pineapple juice', 3], ['Cream', 4]]","[['1 cl ', 1], ['1 cl ', 2], ['2 cl ', 3], ['4 cl ', 4]]"
Alice in Wonderland,2017-04-24 22:29:51,17094,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/g12lj41493069391.jpg,Collins Glass,,Just mix the three ingredients one to one to one,"[['Amaretto', 1], ['Grand Marnier', 2], ['Southern Comfort', 3]]","[['1 shot ', 1], ['1 shot ', 2], ['1 shot ', 3]]"
Allegheny,2017-01-02 20:12:14,11021,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/uwvyts1483387934.jpg,Cocktail glass,,Shake all ingredients (except lemon peel) with ice and strain into a cocktail glass. Top with the twist of lemon peel and serve.,"[['Dry Vermouth', 1], ['Bourbon', 2], ['Blackberry brandy', 3], ['Lemon juice', 4], ['Lemon peel', 5]]","[['1 oz ', 1], ['1 oz ', 2], ['1 1/2 tsp ', 3], ['1 1/2 tsp ', 4], ['1 twist of ', 5]]"
Allies Cocktail,2017-01-02 20:15:04,11022,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/qvprvp1483388104.jpg,Cocktail glass,,"Stir all ingredients with ice, strain contents into a cocktail glass, and serve.","[['Dry Vermouth', 1], ['Gin', 2], ['Kummel', 3]]","[['1 oz ', 1], ['1 oz ', 2], ['1/2 tsp ', 3]]"
Almeria,2017-01-02 20:16:21,11023,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/rwsyyu1483388181.jpg,Cocktail glass,,"In a shaker half-filled with ice cubes, combine all of the ingredients. Shake well. Strain into a cocktail glass.","[['Dark rum', 1], ['Kahlua', 2], ['Egg white', 3]]","[['2 oz ', 1], ['1 oz ', 2], ['1 ', 3]]"
Almond Chocolate Coffee,2017-04-24 22:30:41,16082,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/jls02c1493069441.jpg,Coffee mug,,Pour in order into coffee cup. Top with whipped creme and chocolate shcvings.,"[['Amaretto', 1], ['Dark Creme de Cacao', 2], ['Coffee', 3]]","[['3/4 oz ', 1], ['1/2 oz ', 2], ['8 oz ', 3]]"
Almond Joy,2017-01-02 20:18:16,11024,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xutuqs1483388296.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","[['Amaretto', 1], ['Creme de Cacao', 2], ['Light cream', 3]]","[['1/2 oz ', 1], ['1/2 oz white ', 2], ['2 oz ', 3]]"
Aloha Fruit punch,2016-07-18 22:11:07,12862,Non Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/wsyvrt1468876267.jpg,Collins Glass,,"Add 1/4 cup water to ginger root. Boil 3 minutes. Strain. Add the liquid to the guava, lemon and pineapple juices. Make a syrup of sugar and remaining water. Cool. Combine with juices and pineapple. Chill throroughly.","[['Water', 1], ['Ginger', 2], ['Guava juice', 3], ['Lemon juice', 4], ['Pineapple', 5], ['Sugar', 6], ['Pineapple juice', 7]]","[['3/4 cup ', 1], ['2 tsp ', 2], ['2 cups ', 3], ['1 1/2 tblsp ', 4], ['1 1/2 cup ', 5], ['1 cup ', 6], ['3-4 cups ', 7]]"
Amaretto And Cream,2017-09-02 18:56:58,11025,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/dj8n0r1504375018.jpg,Cocktail glass,,"Shake well with cracked ice, strain contents into a cocktail glass, and serve.","[['Amaretto', 1], ['Light cream', 2]]","[['1 1/2 oz ', 1], ['1 1/2 oz ', 2]]"
Amaretto Liqueur,2016-09-01 09:47:29,12792,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/swqxuv1472719649.jpg,Collins Glass,,"Combine sugar and 3/4 cup water in a small saucepan. Bring to a boil, stirring constantly. Reduce heat and simmer until all sugar is dissolved. Remove from heat and cool. In an aging container, combine apricot halves, almond extract, grain alcohol with 1/2 cup water, and brandy. Stir in cooled sugar syrup mixture. Cap and let age for 2 days. Remove apricot halves. (Save apricot halves, can be used for cooking). Add food coloring and glycerine. Stir, recap and continue aging for 1 to 2 months. Re-bottle as desired. Liqueur is ready to serve but will continue to improve with additional aging.","[['Sugar', 1], ['Water', 2], ['Apricot', 3], ['Almond flavoring', 4], ['Grain alcohol', 5], ['Water', 6], ['Brandy', 7], ['Food coloring', 8], ['Food coloring', 9], ['Food coloring', 10], ['Glycerine', 11]]","[['1 cup', 1], ['3/4 cup ', 2], ['2 ', 3], ['1 tblsp ', 4], ['1/2 cup pure ', 5], ['1/2 cup ', 6], ['1 cup ', 7], ['3 drops yellow ', 8], ['6 drops red ', 9], ['2 drops blue ', 10], ['1/2 tsp ', 11]]"
Amaretto Mist,2017-01-02 20:19:31,11026,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/utpxxq1483388370.jpg,Old-fashioned glass,,"Pour amaretto in an old-fashioned glass over crushed ice. Add the wedge of lime and serve. (A wedge of lemon may be substituted for lime, if preferred.)","[['Amaretto', 1], ['Lime', 2]]","[['1 1/2 oz ', 1], ['1 ', 2]]"
Amaretto Rose,2017-04-24 22:32:59,11027,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/3jm41q1493069578.jpg,Collins glass,,Pour amaretto and lime juice over ice in a collins glass. Fill with club soda and serve.,"[['Amaretto', 1], ['Lime juice', 2], ['Club soda', 3]]","[['1 1/2 oz ', 1], ['1/2 oz ', 2]]"
Amaretto Shake,2017-04-24 22:34:16,15194,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xk79al1493069655.jpg,Collins Glass,,Combine all ingredients in a blender and blend at high speed until smooth. Serve in chilled glass garnished with bittersweet chocolate shavings.,"[['Chocolate ice-cream', 1], ['Brandy', 2], ['Amaretto', 3]]","[['2 scoops ', 1], ['2 oz ', 2], ['2 oz ', 3]]"
Amaretto Sour,2017-04-24 22:43:32,13731,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xnzc541493070211.jpg,Collins Glass,,Shake and strain. Garnish with a cherry and an orange slice.,"[['Amaretto', 1], ['Sour mix', 2]]","[['1 1/2 oz ', 1], ['3 oz ', 2]]"
Amaretto Stinger,2017-04-24 22:38:54,11028,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vvop4w1493069934.jpg,Cocktail glass,,"Shake ingredients well with cracked ice, strain into a cocktail glass, and serve.","[['Amaretto', 1], ['White Creme de Menthe', 2]]","[['1 1/2 oz ', 1], ['3/4 oz ', 2]]"
Amaretto Stone Sour,2016-09-01 09:52:01,14306,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/xwryyx1472719921.jpg,Collins Glass,,Shake and Serve over ice,"[['Amaretto', 1], ['Sour mix', 2], ['Orange juice', 3]]","[['1 part ', 1], ['1 part ', 2], ['1 part ', 3]]"
Amaretto Stone Sour #3,2016-09-01 09:53:32,16100,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/wutxqr1472720012.jpg,Highball glass,,"Shake sour mix, tequila and amaretto with ice. Strain into highball glass. Add a splash of OJ. Garnish with orange slice and a cherry.","[['Sour mix', 1], ['Amaretto', 2], ['Tequila', 3], ['Orange juice', 4]]","[['2 oz ', 1], ['2 oz ', 2], ['2 oz ', 3], ['Add splash ', 4]]"
Amaretto Sunrise,2017-04-24 22:44:27,14578,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/akcpsh1493070267.jpg,Collins Glass,,Mix together the amaretto and orange juice. Pour into glass and then add the grenadine untill you see the sunrise.,"[['Amaretto', 1], ['Orange juice', 2], ['Grenadine', 3]]","[['1 cl ', 1], ['4 oz ', 2], ['1/4 cl ', 3]]"
Amaretto Sunset,2017-04-24 22:36:00,17168,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/apictz1493069760.jpg,Collins Glass,,"Shake ingredients in bartender's mixer quickly, just 5 shakes. Strain out ice, serve in glass immediately with a slice of orange.","[['Triple sec', 1], ['Amaretto', 2], ['Cider', 3], ['Ice', 4]]","[['1/2 jigger ', 1], ['3 shots ', 2], ['1/2 cup ', 3], ['Add 1/2 cup ', 4]]"
Amaretto Sweet & Sour,2016-08-31 19:35:46,16202,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/vswwus1472668546.jpg,Margarita/Coupette glass,,"Fill the blender with 3/4 ice. Add sweet & sour mix to the top of the ice. Add about 1"" of pineapple juice, 1/2"" of melon liqeur, and 1/2 to 1/4"" of amaretto. Then blend the mix until it is of margaritta consistency or thinner.","[['Amaretto', 1], ['Sweet and sour', 2], ['Midori melon liqueur', 3], ['Pineapple juice', 4]]",[]
Amaretto Tea,2017-04-24 22:42:47,11029,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/b7qzo21493070167.jpg,Pousse cafe glass,,"Pour hot tea into a pousse-cafe glass, using a spoon in glass to prevent cracking. Add amaretto, but do not stir. Top with chilled whipped cream and serve.","[['Tea', 1], ['Amaretto', 2], ['Whipped cream', 3]]","[['6 oz hot ', 1], ['2 oz ', 2], ['Chilled ', 3]]"
Americano,2016-11-04 09:52:06,15941,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/trwruu1478253126.jpg,Collins glass,Unforgettables,"Pour the Campari and vermouth over ice into glass, add a splash of soda water and garnish with half orange slice.","[['Campari', 1], ['Sweet Vermouth', 2], ['Lemon peel', 3], ['Orange peel', 4]]","[['1 oz ', 1], ['1 oz red ', 2], ['Twist of ', 3], ['Twist of ', 4]]"
Angel Face,2016-11-04 09:52:58,11034,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/vqpptp1478253178.jpg,Cocktail glass,Unforgettables,Shake all ingredients with ice and strain contents into a cocktail glass.,"[['Apricot brandy', 1], ['Apple brandy', 2], ['Gin', 3]]","[['1/2 oz ', 1], ['1/2 oz ', 2], ['1 oz ', 3]]"
Angelica Liqueur,2016-08-31 19:21:12,12794,Alcoholic,Homemade Liqueur,http://www.thecocktaildb.com/images/media/drink/yuurps1472667672.jpg,Collins Glass,,"Combine all herbs, nuts and spices with vodka in a 1 quart or larger aging container. Cap tightly and shake daily for 2 weeks. Strain through a fine muslin cloth or coffee filter, discarding solids. Clean out aging container. Place liquid back in container. Place sugar and water in saucepan and stir to combine over medium heat. When sugar is completely dissolved, set aside and let cool. When cool combine with food coloring and add to liqueur liquid. Cap and allow to age and mellow in a cool, dark place for one month.","[['Angelica root', 1], ['Almond', 2], ['Allspice', 3], ['Cinnamon', 4], ['Anise', 5], ['Coriander', 6], ['Marjoram leaves', 7], ['Vodka', 8], ['Sugar', 9], ['Water', 10], ['Food coloring', 11], ['Food coloring', 12]]","[['3 tblsp chopped', 1], ['1 tblsp chopped ', 2], ['1 cracked ', 3], ['1 one-inch ', 4], ['3-6 crushed ', 5], ['1/8 tsp powdered ', 6], ['1 tblsp fresh chopped ', 7], ['1.5 cup ', 8], ['1/2 cup granulated ', 9], ['1/4 cup ', 10], ['1 drop yellow ', 11], ['1 drop green ', 12]]"
Apello,2016-07-18 22:13:35,15106,Non Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/uptxtv1468876415.jpg,Collins Glass,,Stirr. Grnish with maraschino cherry.,"[['Orange juice', 1], ['Grapefruit juice', 2], ['Apple juice', 3], ['Maraschino cherry', 4]]","[['4 cl ', 1], ['3 cl ', 2], ['1 cl ', 3], ['1 ', 4]]"
Apple Berry Smoothie,2016-07-18 22:14:33,12710,Non Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/xwqvur1468876473.jpg,Highball Glass,,Throw everything into a blender and liquify.,"[['Berries', 1], ['Apple', 2]]","[['1 cup ', 1], ['2 ', 2]]"
Apple Cider Punch #1,2016-02-03 15:26:58,12864,Optional alcohol,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/xrqxuv1454513218.jpg,Collins Glass,,"If you use the whole all spice and cloves, tie them in cheesecloth. Heat the mixture. Stir occasionally. If you want an alcoholic drink, rum would be nice.","[['Apple cider', 1], ['Brown sugar', 2], ['Lemonade', 3], ['Orange juice', 4], ['Cloves', 5], ['Allspice', 6], ['Nutmeg', 7], ['Cinnamon', 8]]","[['4 qt ', 1], ['1 cup ', 2], ['6 oz frozen ', 3], ['6 oz frozen ', 4], ['6 whole ', 5], ['6 whole ', 6], ['1 tsp ground ', 7], ['3 sticks ', 8]]"
Apple Grande,2016-08-31 19:37:02,16289,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/wqrptx1472668622.jpg,Punch Bowl,,Chill both ingredients!! Mix in a tumbler and enjoy!,"[['Tequila', 1], ['Apple cider', 2]]","[['3 oz ', 1], ['12 oz ', 2]]"
Apple Karate,2016-07-18 22:17:14,12564,Non Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/syusvw1468876634.jpg,Highball Glass,,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.","[['Apple juice', 1], ['Carrot', 2]]","[['2 cups ', 1], ['1 large ', 2]]"
Apple Pie with A Crust,2016-09-01 09:54:38,16958,Alcoholic,Other/Unknown,http://www.thecocktaildb.com/images/media/drink/qspqxt1472720078.jpg,Collins Glass,,Just mix the two liquids and sprinkle in the cinnamon. Serve either cold or heated.,"[['Apple juice', 1], ['Malibu rum', 2], ['Cinnamon', 3]]","[['3 parts ', 1], ['1 part ', 2], ['3 dashes ', 3]]"
Apple Slammer,2017-04-24 22:37:32,13683,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/09yd5f1493069852.jpg,Shot glass,,"pour into a shot glass and present to consumer, they are expected to cover the top of the shotglass with thier palm, raise the glass, slam it on the bar and the swallow quickly.","[['7-Up', 1], ['Apple schnapps', 2]]","[['1 part ', 1], ['1 part ', 2]]"
Applecar,2017-09-02 23:02:44,11046,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/sbffau1504389764.jpg,Cocktail glass,,"Shake all ingredients with ice, strain into a cocktail glass, and serve.","[['Applejack', 1], ['Triple sec', 2], ['Lemon juice', 3]]","[['1 oz ', 1], ['1 oz ', 2], ['1 oz ', 3]]"
Applejack,2016-11-15 11:24:22,16311,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/sutyqp1479209062.jpg,Cocktail glass,,"Add all ingredients into mixing glass, chill and strain into cocktail glass","[['Jack Daniels', 1], ['Midori melon liqueur', 2], ['Sour mix', 3]]","[['1 oz ', 1], ['1/2 oz ', 2], ['2 oz ', 3]]"
Apricot Lady,2017-09-02 23:03:34,11050,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/146f251504389814.jpg,Old-fashioned glass,,"In a shaker half-filled with ice cubes, combine the rum, apricot brandy, triple sec, lemon juice, and egg white. Shake well. Strain into an old-fashioned glass almost filled with ice cubes. Garnish with the orange slice.","[['Light rum', 1], ['Apricot brandy', 2], ['Triple sec', 3], ['Lemon juice', 4], ['Egg white', 5], ['Orange', 6]]","[['1 1/2 oz ', 1], ['1 oz ', 2], ['1 tsp ', 3], ['1/2 oz ', 4], ['1 ', 5], ['1 ', 6]]"
Apricot punch,2016-08-31 19:37:47,15849,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/tuxxtp1472668667.jpg,Punch bowl,,Pour all ingrediants into a large punch bowl. Add ice and 4 oranges that are peeled and divided.,"[['Apricot brandy', 1], ['Champagne', 2], ['Vodka', 3], ['7-Up', 4], ['Orange juice', 5]]","[['1 qt ', 1], ['4 fifth ', 2], ['1 fifth ', 3], ['4 L ', 4], ['1/2 gal ', 5]]"
Archbishop,2015-09-02 16:21:47,11052,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/xpqwrt1441207307.jpg,Old-fashioned glass,,"In an old-fashioned glass almost filled with ice cubes, combine all of the ingredients. Stir well.","[['Gin', 1], ['Wine', 2], ['Benedictine', 3], ['Lime', 4]]","[['2 oz ', 1], ['1 oz Green Ginger ', 2], ['1 tsp ', 3], ['1 ', 4]]"
Arctic Fish,2016-08-31 19:39:41,14622,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/ttsvwy1472668781.jpg,Beer pilsner,,"Fill glass with ice and fish, add vodka, grape soda and orange juice. DO NOT STIR!!!!! Serve well chilled.","[['Vodka', 1], ['Grape soda', 2], ['Orange juice', 3], ['Ice', 4], ['Candy', 5]]","[['1/3 part ', 1], ['1/3 part ', 2], ['1/3 part ', 3], ['lots ', 4], ['1 dash ', 5]]"
Arctic Mouthwash,2016-11-12 15:15:35,17118,Alcoholic,Punch / Party Drink,http://www.thecocktaildb.com/images/media/drink/wqstwv1478963735.jpg,Cocktail glass,,Blend all ingredients in a blender on high until ice is finely crushed. It should be of a slushy consistency. Pour immediately and serve.,"[['Maui', 1], ['Mountain Dew', 2], ['Ice', 3]]","[['5 oz blue ', 1], ['5 oz ', 2], [' cubes\n', 3]]"
Arise My Love,2015-09-02 16:23:52,11053,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/wyrrwv1441207432.jpg,Champagne flute,,Put creme de menthe into a champagne flute. Fill with chilled champagne and serve.,"[['Champagne', 1], ['Green Creme de Menthe', 2]]","[['Chilled ', 1], ['1 tsp ', 2]]"
Arizona Antifreeze,2017-04-24 21:54:22,16354,Alcoholic,Shot,http://www.thecocktaildb.com/images/media/drink/dbtylp1493067262.jpg,Shot glass,,Pour all ingredients into shot glass and slam !!!!,"[['Vodka', 1], ['Midori melon liqueur', 2], ['Sweet and sour', 3]]","[['1/3 oz ', 1], ['1/3 oz ', 2], ['1/3 oz ', 3]]"
Arizona Stingers,2017-04-24 22:10:55,14584,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/y7w0721493068255.jpg,Hurricane glass,,Place ice cubes in the hurricane glass . Add the 2 HEAPING shots of Absolute Vodka (Note: You can add as many shots of Absolute as you want!) Fill the rest of glass with the Arizona Icetea with lemon. Stir to mix using a spoon. Drink up and enjoy!!!!!!!,"[['Absolut Vodka', 1], ['Iced tea', 2]]","[['2 shots ', 1], ['12 oz lemon ', 2]]"
Arizona Twister,2017-04-24 22:08:55,17074,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/ido1j01493068134.jpg,Hurricane glass,,"Just mix in the shots of rum, vodka, and tequila. Add splashes of the three juices, heavy on the pineapple. Top off with grenadine. Crushed ice should already be in glass. Top off the glass with a pineapple wedge.","[['Vodka', 1], ['Malibu rum', 2], ['Gold tequila', 3], ['Orange juice', 4], ['Pineapple juice', 5], ['Cream of coconut', 6], ['Grenadine', 7], ['Ice', 8], ['Pineapple', 9]]","[['1 shot ', 1], ['1 shot ', 2], ['1 shot ', 3], ['1 splash ', 4], ['1 splash ', 5], ['1 splash ', 6], ['1 dash ', 7], ['crushed ', 8], ['1 wedge ', 9]]"
Army special,2017-04-24 22:07:42,17066,Alcoholic,Cocktail,http://www.thecocktaildb.com/images/media/drink/55muhh1493068062.jpg,Cocktail glass,,"Pour Vodka, Gin and lime cordial into glass, and top up with crushed ice. Wait for ice to melt slightly and sip without a straw.","[['Vodka', 1], ['Gin', 2], ['Lime juice cordial', 3], ['Ice', 4]]","[['30 ml ', 1], ['30 ml ', 2], ['45 ml ', 3], ['1/2 glass crushed ', 4]]"
Arthur Tompkins,2017-04-24 22:05:21,11054,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/7onfhz1493067921.jpg,Whiskey sour glass,,"In a shaker half-filled with ice cubes, combine the gin, Grand Marnier, and lemon juice. Shake well. Strain into a sour glass and garnish with the lemon twist.","[['Gin', 1], ['Grand Marnier', 2], ['Lemon juice', 3], ['Lemon peel', 4]]","[['2 oz ', 1], ['1/2 oz ', 2], ['2 tsp ', 3], ['1 twist of ', 4]]"
Artillery,2017-04-24 22:02:27,11055,Alcoholic,Ordinary Drink,http://www.thecocktaildb.com/images/media/drink/g1vnbe1493067747.jpg,Cocktail glass,,"Stir all ingredients with ice, strain into a cocktail glass, and serve.","[['Sweet Vermouth', 1], ['Gin', 2], ['Bitters', 3]]","[['1 1/2 tsp ', 1], ['1 1/2 oz ', 2], ['2 dashes ', 3]]"
